level,label,bucket,reason,n_occurrences,n_trials,example_nct,parser_rules_version
category,Transgender: Male to Female,ambiguous,mapped,1,1,NCT02797262,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Transgender; Other, not specified",unknown,mapped,1,1,NCT03599141,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Transmale,male,mapped,1,1,NCT03213366,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Transmale or Transman,gender_diverse,mapped,1,1,NCT03313310,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Transmale/trans man,ambiguous,mapped,1,1,NCT05906784,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Transman,gender_diverse,mapped,1,1,NCT02870101,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Transmasculine Nonbinary,gender_diverse,mapped,1,1,NCT02615171,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Transmen/male,gender_diverse,mapped,1,1,NCT03808883,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Transwoman/female,gender_diverse,mapped,1,1,NCT03808883,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Transwomen who are Biologically Male,gender_diverse,mapped,1,1,NCT05161689,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Transwomen/Trans femmes,ambiguous,mapped,1,1,NCT04934189,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Travesti,,unrecognized,1,1,NCT06316102,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Treated mRCC participants,,unrecognized,1,1,NCT05363072,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Treatment,,unrecognized,1,1,NCT01266291,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Treatment (Anti-HIV Gene Transduced CD34+ Cells): 1:0 Ratio,,unrecognized,1,1,NCT02797470,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Treatment (Anti-HIV Gene Transduced CD34+ Cells): 1:1 Ratio,,unrecognized,1,1,NCT02797470,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Treatment (Anti-HIV Gene Transduced CD34+ Cells): 5:1 Ratio,,unrecognized,1,1,NCT02797470,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Treatment Arm,,structural_or_group,1,1,NCT01740596,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Treatment Period,,unrecognized,1,1,NCT02321098,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Treatment-Naive Participants,,unrecognized,1,1,NCT02699450,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Two Spirit,gender_diverse,mapped,1,1,NCT04047420,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Two or more,,structural_or_group,1,1,NCT02759939,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Two-spirited,gender_diverse,mapped,1,1,NCT04498143,parsers.R@2026-08-17 / outcomes@2026-09-10
class,UNKNOWN,unknown,mapped,1,1,NCT06132282,parsers.R@2026-08-17 / outcomes@2026-09-10
class,USA patients,,unrecognized,1,1,NCT02891837,parsers.R@2026-08-17 / outcomes@2026-09-10
class,UVA,,unrecognized,1,1,NCT03369067,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Ulcerative colitis,,unrecognized,1,1,NCT03834051,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Ultrasonic Propulsion,,unrecognized,1,1,NCT02028559,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Unavailable (missing data),unknown,mapped,1,1,NCT00723892,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Unavailable/Not Asked,unknown,mapped,1,1,NCT02701049,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Uncertain,,unrecognized,1,1,NCT02929069,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Uncertain / don't know for sure,,unrecognized,1,1,NCT03912753,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Undecided,,unrecognized,1,1,NCT03487796,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Undecided/Questioning,gender_diverse,mapped,1,1,NCT02921841,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Undifferentiated (at birth),unknown,mapped,1,1,NCT03964415,parsers.R@2026-08-17 / outcomes@2026-09-10
